"ID","Description","p.adjust","Count"
"GO:0050678","regulation of epithelial cell proliferation",1.10802986255688e-07,83
"GO:0001666","response to hypoxia",1.10802986255688e-07,70
"GO:0042060","wound healing",1.43664619847011e-06,78
"GO:0048545","response to steroid hormone",1.49268419627991e-06,70
"GO:0009314","response to radiation",1.49268419627991e-06,85
"GO:1903706","regulation of hemopoiesis",1.49268419627991e-06,82
"GO:0036293","response to decreased oxygen levels",1.49268419627991e-06,71
"GO:0030856","regulation of epithelial cell differentiation",1.6522721801651e-06,43
"GO:0007292","female gamete generation",1.6522721801651e-06,45
"GO:0031960","response to corticosteroid",1.6522721801651e-06,43
"GO:0010721","negative regulation of cell development",1.76159862476654e-06,62
"GO:0051384","response to glucocorticoid",1.76159862476654e-06,40
"GO:1990845","adaptive thermogenesis",2.00145384266721e-06,42
"GO:0030198","extracellular matrix organization",2.00774677695481e-06,63
"GO:0045444","fat cell differentiation",2.00774677695481e-06,58
"GO:0045229","external encapsulating structure organization",2.03332664780631e-06,63
"GO:0043062","extracellular structure organization",2.16699673743991e-06,63
"GO:0008544","epidermis development",3.68139368301436e-06,75
"GO:0043588","skin development",3.99035709587327e-06,67
"GO:1902105","regulation of leukocyte differentiation",3.99035709587327e-06,68
"GO:0048608","reproductive structure development",4.60260537775471e-06,70
"GO:1901654","response to ketone",4.77627867635941e-06,56
"GO:0048511","rhythmic process",5.55285398323145e-06,66
"GO:0061458","reproductive system development",6.84232851963745e-06,70
"GO:2001233","regulation of apoptotic signaling pathway",6.84232851963745e-06,77
"GO:0072001","renal system development",9.65548844693197e-06,70
"GO:0003018","vascular process in circulatory system",1.07244065771757e-05,53
"GO:0001822","kidney development",1.11536104798015e-05,68
"GO:0120161","regulation of cold-induced thermogenesis",1.11536104798015e-05,36
"GO:0009410","response to xenobiotic stimulus",1.11536104798015e-05,82
"GO:0048880","sensory system development",1.30011246758422e-05,81
"GO:0150063","visual system development",1.385545188259e-05,80
"GO:0001654","eye development",1.9389992140799e-05,79
"GO:0060541","respiratory system development",2.08765220251792e-05,55
"GO:0043010","camera-type eye development",2.09077143264796e-05,72
"GO:0006022","aminoglycan metabolic process",2.09077143264796e-05,25
"GO:0050727","regulation of inflammatory response",2.09077143264796e-05,73
"GO:0106106","cold-induced thermogenesis",2.09077143264796e-05,36
"GO:0001659","temperature homeostasis",2.09077143264796e-05,43
"GO:0070482","response to oxygen levels",2.13490469306318e-05,74
"GO:0007517","muscle organ development",2.39743141394249e-05,67
"GO:0090287","regulation of cellular response to growth factor stimulus",3.09607161246629e-05,61
"GO:0002573","myeloid leukocyte differentiation",3.14855203479531e-05,54
"GO:0014706","striated muscle tissue development",3.34766027645124e-05,80
"GO:0015711","organic anion transport",3.34766027645124e-05,80
"GO:0030199","collagen fibril organization",3.34766027645124e-05,21
"GO:0061448","connective tissue development",4.20134169529365e-05,61
"GO:0045580","regulation of T cell differentiation",4.70471196837131e-05,41
"GO:1901136","carbohydrate derivative catabolic process",4.96033808025711e-05,52
"GO:0045137","development of primary sexual characteristics",5.00828395123016e-05,55
"GO:0035150","regulation of tube size",5.02032129910541e-05,42
"GO:0048477","oogenesis",5.18780890437287e-05,31
"GO:0006457","protein folding",5.75302024088872e-05,39
"GO:0007548","sex differentiation",8.33998649453826e-05,63
"GO:0001894","tissue homeostasis",8.5316512980241e-05,55
"GO:0060249","anatomical structure homeostasis",8.5316512980241e-05,55
"GO:0051174","regulation of phosphorus metabolic process",8.5316512980241e-05,69
"GO:0000280","nuclear division",8.5316512980241e-05,75
"GO:0030522","intracellular receptor signaling pathway",8.66840987057962e-05,73
"GO:0051402","neuron apoptotic process",8.7755845528395e-05,66
"GO:0043534","blood vessel endothelial cell migration",8.7755845528395e-05,31
"GO:0043409","negative regulation of MAPK cascade",8.7755845528395e-05,37
"GO:0030324","lung development",8.7755845528395e-05,48
"GO:0035296","regulation of tube diameter",9.10379522177231e-05,41
"GO:0097746","blood vessel diameter maintenance",9.10379522177231e-05,41
"GO:0001818","negative regulation of cytokine production",9.33167720145972e-05,58
"GO:0035567","non-canonical Wnt signaling pathway",9.33167720145972e-05,19
"GO:0007584","response to nutrient",9.33167720145972e-05,37
"GO:0045637","regulation of myeloid cell differentiation",9.43000032460016e-05,45
"GO:0009266","response to temperature stimulus",0.000103552690661481,38
"GO:0019220","regulation of phosphate metabolic process",0.000106702031488986,68
"GO:0060562","epithelial tube morphogenesis",0.000106702031488986,67
"GO:0030323","respiratory tube development",0.000106702031488986,48
"GO:0030217","T cell differentiation",0.000106702031488986,61
"GO:0043523","regulation of neuron apoptotic process",0.000111661508206284,58
"GO:0008406","gonad development",0.000111661508206284,53
"GO:0016055","Wnt signaling pathway",0.000111661508206284,76
"GO:0042310","vasoconstriction",0.000113455260343887,28
"GO:0030111","regulation of Wnt signaling pathway",0.000118553709441818,58
"GO:1902107","positive regulation of leukocyte differentiation",0.000127425851936471,43
"GO:1903708","positive regulation of hemopoiesis",0.000127425851936471,43
"GO:0009416","response to light stimulus",0.000127425851936471,60
"GO:0097305","response to alcohol",0.000151551285921557,59
"GO:0032496","response to lipopolysaccharide",0.000157539599211264,71
"GO:0060070","canonical Wnt signaling pathway",0.000157539599211264,55
"GO:0070661","leukocyte proliferation",0.000159140305869645,63
"GO:0019229","regulation of vasoconstriction",0.000165820397241081,24
"GO:2001236","regulation of extrinsic apoptotic signaling pathway",0.000167592547223193,37
"GO:0002040","sprouting angiogenesis",0.00016803046600792,32
"GO:0030203","glycosaminoglycan metabolic process",0.00016803046600792,20
"GO:0002237","response to molecule of bacterial origin",0.000177092223352181,73
"GO:0031589","cell-substrate adhesion",0.000177092223352181,63
"GO:0007162","negative regulation of cell adhesion",0.000177092223352181,56
"GO:0051445","regulation of meiotic cell cycle",0.000196053503534944,19
"GO:0022408","negative regulation of cell-cell adhesion",0.000211092897071474,42
"GO:0070372","regulation of ERK1 and ERK2 cascade",0.000227376692531199,55
"GO:0071695","anatomical structure maturation",0.000247659852420738,55
"GO:0007187","G protein-coupled receptor signaling pathway, coupled to cyclic nucleotide second messenger",0.000252726360295842,13
"GO:0046683","response to organophosphorus",0.000277741104018798,31
"GO:0033002","muscle cell proliferation",0.00028022001967103,51
"GO:0045787","positive regulation of cell cycle",0.000284931882357427,59
"GO:0043542","endothelial cell migration",0.000288696380603884,45
"GO:0042063","gliogenesis",0.000297351450912233,66
"GO:0006986","response to unfolded protein",0.000297351450912233,29
"GO:0032963","collagen metabolic process",0.000301177682897261,30
"GO:0035966","response to topologically incorrect protein",0.000301837623167143,32
"GO:0071774","response to fibroblast growth factor",0.000312213958555789,27
"GO:0045619","regulation of lymphocyte differentiation",0.000312213958555789,43
"GO:0043491","phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.000312213958555789,60
"GO:0001935","endothelial cell proliferation",0.000317603308496713,35
"GO:0050866","negative regulation of cell activation",0.000340461754978307,43
"GO:0051896","regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.000342997884601175,54
"GO:0046394","carboxylic acid biosynthetic process",0.000362636634139582,59
"GO:0045598","regulation of fat cell differentiation",0.000374257666883578,32
"GO:0141091","transforming growth factor beta receptor superfamily signaling pathway",0.000377936254693127,61
"GO:0044772","mitotic cell cycle phase transition",0.000386332533568139,70
"GO:0070665","positive regulation of leukocyte proliferation",0.000443235056998467,35
"GO:0048705","skeletal system morphogenesis",0.000446350022928512,47
"GO:0051321","meiotic cell cycle",0.000446350022928512,59
"GO:0098773","skin epidermis development",0.000470681280269879,32
"GO:0050867","positive regulation of cell activation",0.000470681280269879,64
"GO:0046545","development of primary female sexual characteristics",0.000473254243493396,30
"GO:0038066","p38MAPK cascade",0.000496357176961096,19
"GO:0016053","organic acid biosynthetic process",0.000503127834908901,59
"GO:0050767","regulation of neurogenesis",0.000503127834908901,73
"GO:0046942","carboxylic acid transport",0.000503127834908901,62
"GO:1902106","negative regulation of leukocyte differentiation",0.000503127834908901,27
"GO:0090092","regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.000503127834908901,48
"GO:0043535","regulation of blood vessel endothelial cell migration",0.000503127834908901,24
"GO:0051591","response to cAMP",0.000503127834908901,24
"GO:0070663","regulation of leukocyte proliferation",0.000503127834908901,49
"GO:1903522","regulation of blood circulation",0.000503127834908901,49
"GO:0060055","angiogenesis involved in wound healing",0.000504405552889772,11
"GO:0050863","regulation of T cell activation",0.000508150018554981,63
"GO:0001763","morphogenesis of a branching structure",0.000508150018554981,45
"GO:0097191","extrinsic apoptotic signaling pathway",0.000508150018554981,45
"GO:0070373","negative regulation of ERK1 and ERK2 cascade",0.000513507086580547,21
"GO:0071560","cellular response to transforming growth factor beta stimulus",0.000530053138332845,49
"GO:0015849","organic acid transport",0.000546702165147151,62
"GO:0032868","response to insulin",0.000566413190625253,53
"GO:0045765","regulation of angiogenesis",0.000566413190625253,53
"GO:0071559","response to transforming growth factor beta",0.000566413190625253,50
"GO:0007611","learning or memory",0.000566413190625253,59
"GO:0044344","cellular response to fibroblast growth factor stimulus",0.000579708356848949,25
"GO:2000241","regulation of reproductive process",0.000582620441911433,41
"GO:0007178","cell surface receptor protein serine/threonine kinase signaling pathway",0.000608855497628649,65
"GO:0043269","regulation of monoatomic ion transport",0.000618234854091949,73
"GO:0007623","circadian rhythm",0.000622258377939238,44
"GO:0022409","positive regulation of cell-cell adhesion",0.00062277665925981,55
"GO:0071214","cellular response to abiotic stimulus",0.00062277665925981,63
"GO:0104004","cellular response to environmental stimulus",0.00062277665925981,63
"GO:0005996","monosaccharide metabolic process",0.000624849163926409,52
"GO:0061138","morphogenesis of a branching epithelium",0.000624849163926409,42
"GO:0007059","chromosome segregation",0.000624849163926409,67
"GO:0032946","positive regulation of mononuclear cell proliferation",0.000624849163926409,32
"GO:0040013","negative regulation of locomotion",0.000624849163926409,58
"GO:0009100","glycoprotein metabolic process",0.000633031354150857,56
"GO:0140013","meiotic nuclear division",0.000633031354150857,40
"GO:0042330","taxis",0.000633031354150857,72
"GO:1903046","meiotic cell cycle process",0.000633031354150857,44
"GO:0072073","kidney epithelium development",0.000633031354150857,34
"GO:0044843","cell cycle G1/S phase transition",0.000633031354150857,45
"GO:0060828","regulation of canonical Wnt signaling pathway",0.000633031354150857,45
"GO:0050817","coagulation",0.000633031354150857,38
"GO:0003012","muscle system process",0.000637863680970102,71
"GO:0010594","regulation of endothelial cell migration",0.000663611254018923,35
"GO:0042692","muscle cell differentiation",0.000671863162970858,73
"GO:0035272","exocrine system development",0.000720407621176582,17
"GO:0016310","phosphorylation",0.000720407621176582,69
"GO:0034620","cellular response to unfolded protein",0.000728485378210945,23
"GO:0061436","establishment of skin barrier",0.000728485378210945,14
"GO:1900744","regulation of p38MAPK cascade",0.000728485378210945,14
"GO:0007188","adenylate cyclase-modulating G protein-coupled receptor signaling pathway",0.000742492494565858,47
"GO:0006261","DNA-templated DNA replication",0.000752589911151171,31
"GO:0006869","lipid transport",0.000773129307546002,70
"GO:0006575","modified amino acid metabolic process",0.000788468667729463,37
"GO:0032944","regulation of mononuclear cell proliferation",0.000788468667729463,45
"GO:0032943","mononuclear cell proliferation",0.00080824931535263,55
"GO:0010656","negative regulation of muscle cell apoptotic process",0.000808633155225482,19
"GO:1901342","regulation of vasculature development",0.000825463915547276,53
"GO:0007015","actin filament organization",0.00082721402256639,71
"GO:2000146","negative regulation of cell motility",0.000859310156093576,55
"GO:0046651","lymphocyte proliferation",0.000870210390914464,54
"GO:0006935","chemotaxis",0.000872214184046792,71
"GO:0030336","negative regulation of cell migration",0.000873273608029625,53
"GO:1903707","negative regulation of hemopoiesis",0.000873273608029625,27
"GO:0061042","vascular wound healing",0.000884087779696342,9
"GO:0002064","epithelial cell development",0.000900567436350311,45
"GO:0050671","positive regulation of lymphocyte proliferation",0.000900567436350311,31
"GO:0006109","regulation of carbohydrate metabolic process",0.000907686399998322,40
"GO:0050920","regulation of chemotaxis",0.000907686399998322,40
"GO:0007596","blood coagulation",0.000908316633637528,37
"GO:0120162","positive regulation of cold-induced thermogenesis",0.000908316633637528,23
"GO:0060485","mesenchyme development",0.000908316633637528,53
"GO:0070371","ERK1 and ERK2 cascade",0.000918541615078618,56
"GO:0048659","smooth muscle cell proliferation",0.000918541615078618,38
"GO:0014812","muscle cell migration",0.000918541615078618,29
"GO:0002467","germinal center formation",0.000918541615078618,8
"GO:1903037","regulation of leukocyte cell-cell adhesion",0.00092163138264921,61
"GO:0014074","response to purine-containing compound",0.00092163138264921,32
"GO:0050670","regulation of lymphocyte proliferation",0.00092163138264921,44
"GO:0021700","developmental maturation",0.000925732525103817,63
"GO:0051897","positive regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.000948196212173353,40
"GO:0048771","tissue remodeling",0.000963947300702609,41
"GO:0038034","signal transduction in absence of ligand",0.000978903211726921,20
"GO:0046434","organophosphate catabolic process",0.000989212533118125,47
"GO:1903039","positive regulation of leukocyte cell-cell adhesion",0.000989212533118125,47
"GO:0002696","positive regulation of leukocyte activation",0.00101849369843938,59
"GO:0050890","cognition",0.00103200355522791,63
"GO:0006929","substrate-dependent cell migration",0.00103200355522791,11
"GO:0045913","positive regulation of carbohydrate metabolic process",0.00103200355522791,25
"GO:0007431","salivary gland development",0.00103685900957837,14
"GO:0019318","hexose metabolic process",0.00104648885122219,48
"GO:0003158","endothelium development",0.00106634941765165,30
"GO:1903844","regulation of cellular response to transforming growth factor beta stimulus",0.00106634941765165,30
"GO:0010876","lipid localization",0.00107106743890509,72
"GO:0048754","branching morphogenesis of an epithelial tube",0.00107741030618134,36
"GO:0060538","skeletal muscle organ development",0.00108535693042025,40
"GO:0051017","actin filament bundle assembly",0.00108800648390295,34
"GO:0007519","skeletal muscle tissue development",0.00113830004598323,38
"GO:0030098","lymphocyte differentiation",0.00116544021511798,71
"GO:0045089","positive regulation of innate immune response",0.00116544021511798,66
"GO:0035148","tube formation",0.00119665186394643,34
"GO:0072330","monocarboxylic acid biosynthetic process",0.00119665186394643,42
"GO:0002833","positive regulation of response to biotic stimulus",0.00119665186394643,70
"GO:0007599","hemostasis",0.00119665186394643,37
"GO:0008585","female gonad development",0.00123420327092492,28
"GO:0051251","positive regulation of lymphocyte activation",0.00124245890272872,54
"GO:0005976","polysaccharide metabolic process",0.00127860882264037,25
"GO:0035967","cellular response to topologically incorrect protein",0.00127860882264037,25
"GO:0007369","gastrulation",0.00130288510370171,37
"GO:0030857","negative regulation of epithelial cell differentiation",0.00131182686148779,16
"GO:0042026","protein refolding",0.00131415255682302,10
"GO:0045471","response to ethanol",0.00136768162292678,33
"GO:0051216","cartilage development",0.00137789172457883,41
"GO:0035914","skeletal muscle cell differentiation",0.00138593677788665,22
"GO:0061572","actin filament bundle organization",0.00141748635347123,34
"GO:0050680","negative regulation of epithelial cell proliferation",0.00142979876005106,32
"GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors",0.00145378145902949,20
"GO:0007179","transforming growth factor beta receptor signaling pathway",0.00145378145902949,39
"GO:0045786","negative regulation of cell cycle",0.00149194794206988,59
"GO:0000271","polysaccharide biosynthetic process",0.00150731585558242,17
"GO:0072577","endothelial cell apoptotic process",0.00150731585558242,17
"GO:0006936","muscle contraction",0.00151283595389577,53
"GO:2000351","regulation of endothelial cell apoptotic process",0.00155238362651761,16
"GO:0030178","negative regulation of Wnt signaling pathway",0.00155588279609164,32
"GO:0001570","vasculogenesis",0.00155832904250754,22
"GO:0001657","ureteric bud development",0.00159626013338233,24
"GO:0017015","regulation of transforming growth factor beta receptor signaling pathway",0.00160231051290669,29
"GO:1901987","regulation of cell cycle phase transition",0.00160278685590071,67
"GO:0048660","regulation of smooth muscle cell proliferation",0.00160278685590071,36
"GO:0060071","Wnt signaling pathway, planar cell polarity pathway",0.00171904943842659,11
"GO:0045638","negative regulation of myeloid cell differentiation",0.00172983264454734,21
"GO:0010657","muscle cell apoptotic process",0.00175056953818996,26
"GO:0030534","adult behavior",0.00175289905202189,36
"GO:0001936","regulation of endothelial cell proliferation",0.00176625919212883,29
"GO:0001823","mesonephros development",0.00176625919212883,25
"GO:0097192","extrinsic apoptotic signaling pathway in absence of ligand",0.00179039062995752,19
"GO:0002042","cell migration involved in sprouting angiogenesis",0.00182072667991716,16
"GO:0048469","cell maturation",0.00182072667991716,42
"GO:0050679","positive regulation of epithelial cell proliferation",0.00182072667991716,41
"GO:2001239","regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.00182120994523357,14
"GO:0050878","regulation of body fluid levels",0.00183117271335861,59
"GO:0042593","glucose homeostasis",0.00191047961755867,53
"GO:0031055","chromatin remodeling at centromere",0.00191047961755867,6
"GO:0034080","CENP-A containing chromatin assembly",0.00191047961755867,6
"GO:1902746","regulation of lens fiber cell differentiation",0.00191047961755867,6
"GO:0010811","positive regulation of cell-substrate adhesion",0.00191047961755867,29
"GO:0044703","multi-organism reproductive process",0.001911296837047,44
"GO:2001234","negative regulation of apoptotic signaling pathway",0.00191860249028491,43
"GO:0006835","dicarboxylic acid transport",0.00191860249028491,25
"GO:0042542","response to hydrogen peroxide",0.00191860249028491,25
"GO:1903978","regulation of microglial cell activation",0.00191860249028491,8
"GO:0033500","carbohydrate homeostasis",0.00199317273459668,53
"GO:1903317","regulation of protein maturation",0.00199773744700307,17
"GO:0006816","calcium ion transport",0.00206367450405049,68
"GO:2001242","regulation of intrinsic apoptotic signaling pathway",0.00214927279996348,35
"GO:0007159","leukocyte cell-cell adhesion",0.00214927279996348,64
"GO:0014909","smooth muscle cell migration",0.00215008180159883,25
"GO:0050921","positive regulation of chemotaxis",0.00219784662897636,30
"GO:0016051","carbohydrate biosynthetic process",0.00223589954119975,39
"GO:0007127","meiosis I",0.00225670350272958,27
"GO:0090090","negative regulation of canonical Wnt signaling pathway",0.00225670350272958,27
"GO:0072175","epithelial tube formation",0.00228082593162325,31
"GO:0035924","cellular response to vascular endothelial growth factor stimulus",0.0023437223851565,17
"GO:0046661","male sex differentiation",0.00236594490160176,37
"GO:0000302","response to reactive oxygen species",0.00236594490160176,38
"GO:0045926","negative regulation of growth",0.00236594490160176,41
"GO:0048839","inner ear development",0.00236594490160176,41
"GO:0007565","female pregnancy",0.00236594490160176,40
"GO:0042325","regulation of phosphorylation",0.00236594490160176,40
"GO:0000082","G1/S transition of mitotic cell cycle",0.00236594490160176,39
"GO:0006023","aminoglycan biosynthetic process",0.00238534790325409,12
"GO:0072163","mesonephric epithelium development",0.00238926447024607,24
"GO:0072164","mesonephric tubule development",0.00238926447024607,24
"GO:0043536","positive regulation of blood vessel endothelial cell migration",0.00241527560500144,16
"GO:0009913","epidermal cell differentiation",0.00241527560500144,45
"GO:0043255","regulation of carbohydrate biosynthetic process",0.00254238475419273,26
"GO:0005978","glycogen biosynthetic process",0.00256117908081522,14
"GO:0009250","glucan biosynthetic process",0.00256117908081522,14
"GO:0061982","meiosis I cell cycle process",0.00258966107676683,28
"GO:0072348","sulfur compound transport",0.0026768114987737,17
"GO:0062013","positive regulation of small molecule metabolic process",0.00272149594075929,37
"GO:0005977","glycogen metabolic process",0.00272149594075929,21
"GO:0009408","response to heat",0.00272149594075929,21
"GO:0045906","negative regulation of vasoconstriction",0.00272149594075929,8
"GO:0016331","morphogenesis of embryonic epithelium",0.00281742617580259,33
"GO:0071456","cellular response to hypoxia",0.00282506111247769,30
"GO:0009648","photoperiodism",0.00289954902288644,10
"GO:0046660","female sex differentiation",0.0029231190982393,31
"GO:0007435","salivary gland morphogenesis",0.00293758732326017,12
"GO:0030212","hyaluronan metabolic process",0.00293758732326017,12
"GO:0042306","regulation of protein import into nucleus",0.00295610107685756,19
"GO:0010660","regulation of muscle cell apoptotic process",0.00295610107685756,24
"GO:0170033","L-amino acid metabolic process",0.00296253682185267,32
"GO:2001235","positive regulation of apoptotic signaling pathway",0.00296253682185267,32
"GO:0042908","xenobiotic transport",0.00304219688857322,14
"GO:0022612","gland morphogenesis",0.00305328762825647,30
"GO:0097035","regulation of membrane lipid distribution",0.00305328762825647,17
"GO:0002761","regulation of myeloid leukocyte differentiation",0.00309548222020261,28
"GO:0009101","glycoprotein biosynthetic process",0.00310194956224925,45
"GO:0009755","hormone-mediated signaling pathway",0.00310194956224925,38
"GO:0010562","positive regulation of phosphorus metabolic process",0.00310194956224925,38
"GO:0045937","positive regulation of phosphate metabolic process",0.00310194956224925,38
"GO:0042754","negative regulation of circadian rhythm",0.0031267455211421,7
"GO:0060840","artery development",0.00313707038860761,25
"GO:0019372","lipoxygenase pathway",0.00316806763125803,6
"GO:2001214","positive regulation of vasculogenesis",0.00316806763125803,6
"GO:0070613","regulation of protein processing",0.00323897249358064,16
"GO:0007160","cell-matrix adhesion",0.00329401786148495,40
"GO:0098739","import across plasma membrane",0.00333663913676987,37
"GO:0090068","positive regulation of cell cycle process",0.00334470023567087,44
"GO:0006790","sulfur compound metabolic process",0.00334735253394702,47
"GO:0071347","cellular response to interleukin-1",0.00334735253394702,20
"GO:0044042","glucan metabolic process",0.00335671902102605,21
"GO:0044331","cell-cell adhesion mediated by cadherin",0.0034082781722318,15
"GO:0072006","nephron development",0.00343179358799486,32
"GO:0045582","positive regulation of T cell differentiation",0.00344078694227358,25
"GO:0070306","lens fiber cell differentiation",0.0035089479179127,12
"GO:0090596","sensory organ morphogenesis",0.0035089479179127,52
"GO:0045066","regulatory T cell differentiation",0.00358516341360058,13
"GO:0071498","cellular response to fluid shear stress",0.00373610132529756,8
"GO:1901990","regulation of mitotic cell cycle phase transition",0.00373947357118605,52
"GO:0034204","lipid translocation",0.00374829096971544,16
"GO:0019693","ribose phosphate metabolic process",0.00375146086348661,60
"GO:0060271","cilium assembly",0.00381120775623091,61
"GO:0043153","entrainment of circadian clock by photoperiod",0.00381120775623091,9
"GO:0050768","negative regulation of neurogenesis",0.00389366146279257,30
"GO:0032102","negative regulation of response to external stimulus",0.00390500075102795,63
"GO:0050870","positive regulation of T cell activation",0.00396562774737234,41
"GO:0170039","proteinogenic amino acid metabolic process",0.00396562774737234,31
"GO:0071385","cellular response to glucocorticoid stimulus",0.00396562774737234,17
"GO:0045604","regulation of epidermal cell differentiation",0.00396637570819899,15
"GO:0007051","spindle organization",0.00411043722020958,35
"GO:0002695","negative regulation of leukocyte activation",0.00411043722020958,36
"GO:0021543","pallium development",0.00411043722020958,36
"GO:0030968","endoplasmic reticulum unfolded protein response",0.00420602762896353,19
"GO:0060411","cardiac septum morphogenesis",0.00420602762896353,19
"GO:0043583","ear development",0.00425023688704773,44
"GO:0097193","intrinsic apoptotic signaling pathway",0.00425023688704773,51
"GO:0007143","female meiotic nuclear division",0.00425023688704773,13
"GO:0120163","negative regulation of cold-induced thermogenesis",0.00425023688704773,13
"GO:0010212","response to ionizing radiation",0.00430678809522461,28
"GO:0071887","leukocyte apoptotic process",0.00430678809522461,28
"GO:0051146","striated muscle cell differentiation",0.00430678809522461,54
"GO:0031032","actomyosin structure organization",0.00436176525221251,37
"GO:0060041","retina development in camera-type eye",0.00437425254612938,36
"GO:0048762","mesenchymal cell differentiation",0.00438003673761691,42
"GO:0034976","response to endoplasmic reticulum stress",0.00438197661318976,45
"GO:0006979","response to oxidative stress",0.00438197661318976,62
"GO:0045621","positive regulation of lymphocyte differentiation",0.00453750212468706,27
"GO:0045332","phospholipid translocation",0.00457693154123745,15
"GO:0051961","negative regulation of nervous system development",0.00458707017194889,31
"GO:0060326","cell chemotaxis",0.00458707017194889,50
"GO:0071384","cellular response to corticosteroid stimulus",0.00460772472762996,18
"GO:0030512","negative regulation of transforming growth factor beta receptor signaling pathway",0.00460857402661141,21
"GO:0042490","mechanoreceptor differentiation",0.00460857402661141,21
"GO:0043524","negative regulation of neuron apoptotic process",0.00462067429514618,37
"GO:2000242","negative regulation of reproductive process",0.00464168159028284,19
"GO:0009154","purine ribonucleotide catabolic process",0.00476741922366166,29
"GO:0090101","negative regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.00476741922366166,29
"GO:1903747","regulation of establishment of protein localization to mitochondrion",0.00484795682368539,9
"GO:0001836","release of cytochrome c from mitochondria",0.00484795682368539,16
"GO:0045682","regulation of epidermis development",0.00484795682368539,16
"GO:0006516","glycoprotein catabolic process",0.00487374203869755,11
"GO:0017148","negative regulation of translation",0.00490507002498324,31
"GO:0045725","positive regulation of glycogen biosynthetic process",0.00490507002498324,8
"GO:0001704","formation of primary germ layer",0.00490507002498324,25
"GO:0098813","nuclear chromosome segregation",0.00490507002498324,49
"GO:0060426","lung vasculature development",0.00490507002498324,6
"GO:0090084","negative regulation of inclusion body assembly",0.00490507002498324,6
"GO:1903034","regulation of response to wounding",0.00490507002498324,32
"GO:0001838","embryonic epithelial tube formation",0.00497796635422049,28
"GO:0051783","regulation of nuclear division",0.00497796635422049,28
"GO:0006006","glucose metabolic process",0.00502365813892242,40
"GO:0010959","regulation of metal ion transport",0.00503744563441204,59
"GO:0001541","ovarian follicle development",0.00510973859493634,18
"GO:0001974","blood vessel remodeling",0.00517519178176379,15
"GO:0009261","ribonucleotide catabolic process",0.00518090889399148,30
"GO:0062197","cellular response to chemical stress",0.00538716243532448,53
"GO:0044706","multi-multicellular organism process",0.00540192737558473,43
"GO:0003206","cardiac chamber morphogenesis",0.00544002619926721,28
"GO:0031669","cellular response to nutrient levels",0.00546122254972511,45
"GO:0009259","ribonucleotide metabolic process",0.00551806366063301,58
"GO:0052652","cyclic purine nucleotide metabolic process",0.00588540369911093,13
"GO:0006468","protein phosphorylation",0.00591812833443539,55
"GO:0035282","segmentation",0.00591812833443539,23
"GO:0031023","microtubule organizing center organization",0.00596168687103442,28
"GO:0046879","hormone secretion",0.00596168687103442,60
"GO:0046631","alpha-beta T cell activation",0.0061394070545415,36
"GO:1901605","alpha-amino acid metabolic process",0.00618641679982582,35
"GO:0006633","fatty acid biosynthetic process",0.00618641679982582,31
"GO:0009649","entrainment of circadian clock",0.00618641679982582,9
"GO:0034508","centromere complex assembly",0.00618641679982582,9
"GO:0046058","cAMP metabolic process",0.00618641679982582,9
"GO:0045446","endothelial cell differentiation",0.00619482120819743,24
"GO:0007028","cytoplasm organization",0.00625749670720388,7
"GO:0009914","hormone transport",0.00626523268920592,61
"GO:0001938","positive regulation of endothelial cell proliferation",0.00626523268920592,21
"GO:0048008","platelet-derived growth factor receptor signaling pathway",0.00628761570088671,16
"GO:0003007","heart morphogenesis",0.00631317167761523,46
"GO:0044782","cilium organization",0.00634906405373942,64
"GO:0007098","centrosome cycle",0.0067114337933354,26
"GO:2001243","negative regulation of intrinsic apoptotic signaling pathway",0.0067694928082658,22
"GO:0009150","purine ribonucleotide metabolic process",0.00686020751290928,55
"GO:0009187","cyclic nucleotide metabolic process",0.00686020751290928,13
"GO:0030890","positive regulation of B cell proliferation",0.00686020751290928,13
"GO:1902041","regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.00686020751290928,13
"GO:0034405","response to fluid shear stress",0.00688959784439907,10
"GO:0045589","regulation of regulatory T cell differentiation",0.00722005271805966,11
"GO:0070231","T cell apoptotic process",0.00724664345693345,16
"GO:0009636","response to toxic substance",0.00724664345693345,38
"GO:0002819","regulation of adaptive immune response",0.00724664345693345,41
"GO:0090288","negative regulation of cellular response to growth factor stimulus",0.00750407579698201,22
"GO:0032970","regulation of actin filament-based process",0.00751889852538148,59
"GO:0014745","negative regulation of muscle adaptation",0.00754208435036406,6
"GO:0032881","regulation of polysaccharide metabolic process",0.00754208435036406,14
"GO:0045667","regulation of osteoblast differentiation",0.00772343133049537,29
"GO:0006195","purine nucleotide catabolic process",0.00775166384130121,30
"GO:0050729","positive regulation of inflammatory response",0.00775166384130121,30
"GO:0071478","cellular response to radiation",0.00775619337997896,31
"GO:0007263","nitric oxide mediated signal transduction",0.0078753791245941,9
