"ID","Description","p.adjust","Count"
"GO:0035904","aorta development",0.0578250059016178,14
"GO:0060986","endocrine hormone secretion",0.0578250059016178,14
"GO:0048639","positive regulation of developmental growth",0.0578250059016178,31
"GO:0045746","negative regulation of Notch signaling pathway",0.0578250059016178,9
"GO:0060325","face morphogenesis",0.0578250059016178,9
"GO:1902905","positive regulation of supramolecular fiber organization",0.058058820931746,27
"GO:0010586","miRNA metabolic process",0.0580979039905706,18
"GO:0015914","phospholipid transport",0.0580979039905706,18
"GO:0060606","tube closure",0.0580979039905706,18
"GO:1902369","negative regulation of RNA catabolic process",0.0580979039905706,18
"GO:0045930","negative regulation of mitotic cell cycle",0.0582422664019149,33
"GO:0051310","metaphase chromosome alignment",0.0586321505562243,17
"GO:0001959","regulation of cytokine-mediated signaling pathway",0.0588937211994025,25
"GO:0032368","regulation of lipid transport",0.0592108700085141,23
"GO:0034341","response to type II interferon",0.0592108700085141,23
"GO:0097009","energy homeostasis",0.0592108700085141,23
"GO:0051495","positive regulation of cytoskeleton organization",0.0594799443620044,29
"GO:0031333","negative regulation of protein-containing complex assembly",0.061181845329161,24
"GO:0045216","cell-cell junction organization",0.0613444779514876,33
"GO:0002685","regulation of leukocyte migration",0.061432696756577,34
"GO:0002532","production of molecular mediator involved in inflammatory response",0.0616511581161289,19
"GO:0036342","post-anal tail morphogenesis",0.0616511581161289,7
"GO:0060445","branching involved in salivary gland morphogenesis",0.0616511581161289,7
"GO:0141005","transposable element silencing by heterochromatin formation",0.0616511581161289,7
"GO:0062207","regulation of pattern recognition receptor signaling pathway",0.061969221216493,28
"GO:0009395","phospholipid catabolic process",0.061969221216493,11
"GO:0048634","regulation of muscle organ development",0.061969221216493,11
"GO:1902692","regulation of neuroblast proliferation",0.061969221216493,11
"GO:2000573","positive regulation of DNA biosynthetic process",0.061969221216493,11
"GO:0001942","hair follicle development",0.0624327364241458,18
"GO:0030316","osteoclast differentiation",0.0627369602686621,21
"GO:0007622","rhythmic behavior",0.0627732780037208,14
"GO:0010658","striated muscle cell apoptotic process",0.0627732780037208,14
"GO:1903036","positive regulation of response to wounding",0.0633745537410802,15
"GO:0007492","endoderm development",0.0633745537410802,16
"GO:0031016","pancreas development",0.0633745537410802,16
"GO:0034109","homotypic cell-cell adhesion",0.0633745537410802,16
"GO:0072028","nephron morphogenesis",0.0633745537410802,16
"GO:1901988","negative regulation of cell cycle phase transition",0.0635699977088857,36
"GO:0046034","ATP metabolic process",0.0635699977088857,35
"GO:0055023","positive regulation of cardiac muscle tissue growth",0.0635699977088857,10
"GO:1903524","positive regulation of blood circulation",0.0635699977088857,10
"GO:0002024","diet induced thermogenesis",0.0635699977088857,5
"GO:0032688","negative regulation of interferon-beta production",0.0635699977088857,5
"GO:0050930","induction of positive chemotaxis",0.0635699977088857,5
"GO:0060979","vasculogenesis involved in coronary vascular morphogenesis",0.0635699977088857,5
"GO:0072224","metanephric glomerulus development",0.0635699977088857,5
"GO:0150079","negative regulation of neuroinflammatory response",0.0635699977088857,5
"GO:1903977","positive regulation of glial cell migration",0.0635699977088857,5
"GO:1905666","regulation of protein localization to endosome",0.0635699977088857,5
"GO:0003085","negative regulation of systemic arterial blood pressure",0.0638864821058775,8
"GO:0051642","centrosome localization",0.0638864821058775,8
"GO:1901099","negative regulation of signal transduction in absence of ligand",0.0638864821058775,8
"GO:1903429","regulation of cell maturation",0.0638864821058775,8
"GO:2001240","negative regulation of extrinsic apoptotic signaling pathway in absence of ligand",0.0638864821058775,8
"GO:0033604","negative regulation of catecholamine secretion",0.0638864821058775,6
"GO:0045591","positive regulation of regulatory T cell differentiation",0.0638864821058775,6
"GO:0048846","axon extension involved in axon guidance",0.0638864821058775,6
"GO:0051797","regulation of hair follicle development",0.0638864821058775,6
"GO:1902284","neuron projection extension involved in neuron projection guidance",0.0638864821058775,6
"GO:1903376","regulation of oxidative stress-induced neuron intrinsic apoptotic signaling pathway",0.0638864821058775,6
"GO:0010714","positive regulation of collagen metabolic process",0.0641224265324441,9
"GO:0040001","establishment of mitotic spindle localization",0.0641224265324441,9
"GO:0045601","regulation of endothelial cell differentiation",0.0641224265324441,9
"GO:0060391","positive regulation of SMAD protein signal transduction",0.0641224265324441,9
"GO:0030038","contractile actin filament bundle assembly",0.0642531785477316,19
"GO:0032612","interleukin-1 production",0.0642531785477316,19
"GO:0032652","regulation of interleukin-1 production",0.0642531785477316,19
"GO:0043149","stress fiber assembly",0.0642531785477316,19
"GO:1901989","positive regulation of cell cycle phase transition",0.0642531785477316,19
"GO:0071674","mononuclear cell migration",0.0653347376258414,31
"GO:0072526","pyridine-containing compound catabolic process",0.0654309845913717,21
"GO:0006885","regulation of pH",0.065505418397636,18
"GO:0030879","mammary gland development",0.065505418397636,26
"GO:1900180","regulation of protein localization to nucleus",0.065505418397636,26
"GO:0042326","negative regulation of phosphorylation",0.0657748107481168,13
"GO:1901568","fatty acid derivative metabolic process",0.0657748107481168,13
"GO:0006066","alcohol metabolic process",0.0661861858817004,48
"GO:0007009","plasma membrane organization",0.0664085784402909,27
"GO:0034614","cellular response to reactive oxygen species",0.0668128943850858,24
"GO:0051298","centrosome duplication",0.0669109523011475,14
"GO:0010596","negative regulation of endothelial cell migration",0.0671991349011028,11
"GO:0002752","cell surface pattern recognition receptor signaling pathway",0.0671991349011028,15
"GO:0007405","neuroblast proliferation",0.0671991349011028,15
"GO:0002700","regulation of production of molecular mediator of immune response",0.0681724572659548,30
"GO:0043279","response to alkaloid",0.0689295570144416,19
"GO:0006493","protein O-linked glycosylation",0.0694084636963123,21
"GO:0001933","negative regulation of protein phosphorylation",0.0694084636963123,12
"GO:0001947","heart looping",0.0694084636963123,12
"GO:0046456","icosanoid biosynthetic process",0.0694084636963123,12
"GO:0048260","positive regulation of receptor-mediated endocytosis",0.0694084636963123,12
"GO:0006084","acetyl-CoA metabolic process",0.0694084636963123,10
"GO:0010543","regulation of platelet activation",0.0694084636963123,10
"GO:0019320","hexose catabolic process",0.0694084636963123,10
"GO:1903580","positive regulation of ATP metabolic process",0.0694084636963123,10
"GO:0006672","ceramide metabolic process",0.0694084636963123,18
"GO:0110020","regulation of actomyosin structure organization",0.0694084636963123,18
"GO:1903312","negative regulation of mRNA metabolic process",0.0694084636963123,18
"GO:0007350","blastoderm segmentation",0.0694084636963123,7
"GO:0045061","thymic T cell selection",0.0694084636963123,7
"GO:0060343","trabecula formation",0.0694084636963123,7
"GO:1900745","positive regulation of p38MAPK cascade",0.0694084636963123,7
"GO:0007494","midgut development",0.0694084636963123,4
"GO:0008582","regulation of synaptic assembly at neuromuscular junction",0.0694084636963123,4
"GO:0009750","response to fructose",0.0694084636963123,4
"GO:0010496","intercellular transport",0.0694084636963123,4
"GO:0014062","regulation of serotonin secretion",0.0694084636963123,4
"GO:0015705","iodide transport",0.0694084636963123,4
"GO:0031017","exocrine pancreas development",0.0694084636963123,4
"GO:0034115","negative regulation of heterotypic cell-cell adhesion",0.0694084636963123,4
"GO:0045602","negative regulation of endothelial cell differentiation",0.0694084636963123,4
"GO:0060385","axonogenesis involved in innervation",0.0694084636963123,4
"GO:0060600","dichotomous subdivision of an epithelial terminal unit",0.0694084636963123,4
"GO:0070099","regulation of chemokine-mediated signaling pathway",0.0694084636963123,4
"GO:0070587","regulation of cell-cell adhesion involved in gastrulation",0.0694084636963123,4
"GO:0072203","cell proliferation involved in metanephros development",0.0694084636963123,4
"GO:0090237","regulation of arachidonate secretion",0.0694084636963123,4
"GO:0090331","negative regulation of platelet aggregation",0.0694084636963123,4
"GO:0140639","positive regulation of pyroptotic inflammatory response",0.0694084636963123,4
"GO:0034599","cellular response to oxidative stress",0.069826186392151,36
"GO:0009308","amine metabolic process",0.0701638022185983,17
"GO:0051048","negative regulation of secretion",0.070285454754574,31
"GO:0035264","multicellular organism growth",0.070285454754574,33
"GO:0010662","regulation of striated muscle cell apoptotic process",0.070285454754574,13
"GO:0014911","positive regulation of smooth muscle cell migration",0.070285454754574,13
"GO:0032608","interferon-beta production",0.070285454754574,13
"GO:0032648","regulation of interferon-beta production",0.070285454754574,13
"GO:0051058","negative regulation of small GTPase mediated signal transduction",0.070285454754574,13
"GO:1903556","negative regulation of tumor necrosis factor superfamily cytokine production",0.070285454754574,13
"GO:0014047","glutamate secretion",0.070366704307856,9
"GO:0035886","vascular associated smooth muscle cell differentiation",0.070366704307856,9
"GO:0042832","defense response to protozoan",0.070366704307856,9
"GO:0071711","basement membrane organization",0.070366704307856,9
"GO:0008593","regulation of Notch signaling pathway",0.070366704307856,16
"GO:0014855","striated muscle cell proliferation",0.070366704307856,16
"GO:0061333","renal tubule morphogenesis",0.070366704307856,16
"GO:0034694","response to prostaglandin",0.0705459974786203,8
"GO:0036037","CD8-positive, alpha-beta T cell activation",0.0705459974786203,8
"GO:0051962","positive regulation of nervous system development",0.0705459974786203,49
"GO:0061180","mammary gland epithelium development",0.0705459974786203,14
"GO:1904705","regulation of vascular associated smooth muscle cell proliferation",0.0705459974786203,14
"GO:0003281","ventricular septum development",0.0705857106881521,15
"GO:0009144","purine nucleoside triphosphate metabolic process",0.0711022812538705,38
"GO:0007368","determination of left/right symmetry",0.0717287718258328,21
"GO:0039531","regulation of cytoplasmic pattern recognition receptor signaling pathway",0.0717287718258328,21
"GO:0001706","endoderm formation",0.0721868075608635,11
"GO:0003351","epithelial cilium movement involved in extracellular fluid movement",0.0721868075608635,11
"GO:0071548","response to dexamethasone",0.0721868075608635,11
"GO:0031399","regulation of protein modification process",0.0735132440188989,55
"GO:0009799","specification of symmetry",0.0735132440188989,22
"GO:0009855","determination of bilateral symmetry",0.0735132440188989,22
"GO:0002693","positive regulation of cellular extravasation",0.0735132440188989,6
"GO:0014061","regulation of norepinephrine secretion",0.0735132440188989,6
"GO:0033630","positive regulation of cell adhesion mediated by integrin",0.0735132440188989,6
"GO:0035633","maintenance of blood-brain barrier",0.0735132440188989,6
"GO:0072376","protein activation cascade",0.0735132440188989,6
"GO:2001026","regulation of endothelial cell chemotaxis",0.0735132440188989,6
"GO:0006584","catecholamine metabolic process",0.074705328008622,12
"GO:0009712","catechol-containing compound metabolic process",0.074705328008622,12
"GO:0001865","NK T cell differentiation",0.0749092441033644,5
"GO:0003376","sphingosine-1-phosphate receptor signaling pathway",0.0749092441033644,5
"GO:0010042","response to manganese ion",0.0749092441033644,5
"GO:0021819","layer formation in cerebral cortex",0.0749092441033644,5
"GO:0033083","regulation of immature T cell proliferation",0.0749092441033644,5
"GO:0036498","IRE1-mediated unfolded protein response",0.0749092441033644,5
"GO:0038065","collagen-activated signaling pathway",0.0749092441033644,5
"GO:0042416","dopamine biosynthetic process",0.0749092441033644,5
"GO:0046112","nucleobase biosynthetic process",0.0749092441033644,5
"GO:0051299","centrosome separation",0.0749092441033644,5
"GO:0060947","cardiac vascular smooth muscle cell differentiation",0.0749092441033644,5
"GO:0071285","cellular response to lithium ion",0.0749092441033644,5
"GO:0090136","epithelial cell-cell adhesion",0.0749092441033644,5
"GO:0141196","transposable element silencing by piRNA-mediated DNA methylation",0.0749092441033644,5
"GO:1902969","mitotic DNA replication",0.0749092441033644,5
"GO:0003382","epithelial cell morphogenesis",0.0749189074726716,10
"GO:0035850","epithelial cell differentiation involved in kidney development",0.0749189074726716,10
"GO:0042417","dopamine metabolic process",0.0749189074726716,10
"GO:0090279","regulation of calcium ion import",0.0749189074726716,10
"GO:0046364","monosaccharide biosynthetic process",0.0749189074726716,19
"GO:0015909","long-chain fatty acid transport",0.0749189074726716,13
"GO:0045668","negative regulation of osteoblast differentiation",0.0749189074726716,13
"GO:0070192","chromosome organization involved in meiotic cell cycle",0.0749189074726716,13
"GO:0030518","nuclear receptor-mediated steroid hormone signaling pathway",0.0749189074726716,21
"GO:0043401","steroid hormone receptor signaling pathway",0.0749189074726716,21
"GO:0071897","DNA biosynthetic process",0.075299216196204,24
"GO:0170035","L-amino acid catabolic process",0.075299216196204,14
"GO:0019751","polyol metabolic process",0.0769293186932674,18
"GO:0007266","Rho protein signal transduction",0.0769293186932674,22
"GO:0002790","peptide secretion",0.0769293186932674,44
"GO:0006310","DNA recombination",0.0769293186932674,44
"GO:1905952","regulation of lipid localization",0.0773178467491343,26
"GO:0010043","response to zinc ion",0.0776442025777495,9
"GO:0030072","peptide hormone secretion",0.0777330108241225,43
"GO:0007141","male meiosis I",0.0777330108241225,7
"GO:0015740","C4-dicarboxylate transport",0.0777330108241225,7
"GO:0044346","fibroblast apoptotic process",0.0777330108241225,7
"GO:0090208","positive regulation of triglyceride metabolic process",0.0777330108241225,7
"GO:0032640","tumor necrosis factor production",0.0778138706890561,28
"GO:0032680","regulation of tumor necrosis factor production",0.0778138706890561,28
"GO:0044092","negative regulation of molecular function",0.0778138706890561,23
"GO:0010332","response to gamma radiation",0.0778138706890561,11
"GO:0030850","prostate gland development",0.0778138706890561,11
"GO:0031297","replication fork processing",0.0778138706890561,11
"GO:0032965","regulation of collagen biosynthetic process",0.0778138706890561,11
"GO:0046605","regulation of centrosome cycle",0.0778138706890561,11
"GO:0046717","acid secretion",0.0778138706890561,11
"GO:0010717","regulation of epithelial to mesenchymal transition",0.0778138706890561,17
"GO:0021879","forebrain neuron differentiation",0.0778138706890561,17
"GO:0045132","meiotic chromosome segregation",0.0778138706890561,17
"GO:0000819","sister chromatid segregation",0.0778834920702262,31
"GO:0009112","nucleobase metabolic process",0.0780112114279573,8
"GO:0035929","steroid hormone secretion",0.0780112114279573,8
"GO:0036119","response to platelet-derived growth factor",0.0780112114279573,8
"GO:0045686","negative regulation of glial cell differentiation",0.0780112114279573,8
"GO:0015695","organic cation transport",0.0786732464836345,21
"GO:0098661","inorganic anion transmembrane transport",0.0786732464836345,21
"GO:0030073","insulin secretion",0.0787479808519028,37
"GO:0050807","regulation of synapse organization",0.0788354092507388,51
"GO:0045685","regulation of glial cell differentiation",0.0789987309825555,16
"GO:0045670","regulation of osteoclast differentiation",0.0802120464740025,15
"GO:0072078","nephron tubule morphogenesis",0.0802120464740025,15
"GO:0000724","double-strand break repair via homologous recombination",0.0803720658493449,26
"GO:0042303","molting cycle",0.0803720658493449,22
"GO:0042633","hair cycle",0.0803720658493449,22
"GO:0045143","homologous chromosome segregation",0.0804150751669851,13
"GO:0060350","endochondral bone morphogenesis",0.0804150751669851,13
"GO:2000179","positive regulation of neural precursor cell proliferation",0.0804150751669851,13
"GO:0043113","receptor clustering",0.0804150751669851,14
"GO:0051145","smooth muscle cell differentiation",0.0804150751669851,14
"GO:0006275","regulation of DNA replication",0.0808294490612791,18
"GO:0045807","positive regulation of endocytosis",0.0808866807653799,28
"GO:0007626","locomotory behavior",0.0808866807653799,38
"GO:0002367","cytokine production involved in immune response",0.0808866807653799,20
"GO:0002718","regulation of cytokine production involved in immune response",0.0808866807653799,20
"GO:0008016","regulation of heart contraction",0.0808866807653799,29
"GO:0045981","positive regulation of nucleotide metabolic process",0.0813836520053243,10
"GO:0048010","vascular endothelial growth factor receptor signaling pathway",0.0813836520053243,10
"GO:0060421","positive regulation of heart growth",0.0813836520053243,10
"GO:1900544","positive regulation of purine nucleotide metabolic process",0.0813836520053243,10
"GO:0048167","regulation of synaptic plasticity",0.0840795648384013,49
"GO:0050708","regulation of protein secretion",0.0843135099313339,44
"GO:0002043","blood vessel endothelial cell proliferation involved in sprouting angiogenesis",0.0843135099313339,6
"GO:0010224","response to UV-B",0.0843135099313339,6
"GO:0030220","platelet formation",0.0843135099313339,6
"GO:0036480","neuron intrinsic apoptotic signaling pathway in response to oxidative stress",0.0843135099313339,6
"GO:0061450","trophoblast cell migration",0.0843135099313339,6
"GO:2000353","positive regulation of endothelial cell apoptotic process",0.0843135099313339,6
"GO:0150076","neuroinflammatory response",0.0843593534458993,16
"GO:0006865","amino acid transport",0.0843593534458993,27
"GO:0009306","protein secretion",0.0843593534458993,56
"GO:0007338","single fertilization",0.0845898374404463,28
"GO:0051293","establishment of spindle localization",0.0846138228003135,11
"GO:0002460","adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains",0.0847517042300286,59
"GO:0046461","neutral lipid catabolic process",0.0848648153916874,9
"GO:0046464","acylglycerol catabolic process",0.0848648153916874,9
"GO:0006970","response to osmotic stress",0.0848648153916874,18
"GO:0021872","forebrain generation of neurons",0.0848648153916874,18
"GO:0006611","protein export from nucleus",0.0848648153916874,12
"GO:0031663","lipopolysaccharide-mediated signaling pathway",0.0848648153916874,12
"GO:0042220","response to cocaine",0.0848648153916874,12
"GO:1902807","negative regulation of cell cycle G1/S phase transition",0.0848648153916874,12
"GO:0002317","plasma cell differentiation",0.0848648153916874,4
"GO:0007100","mitotic centrosome separation",0.0848648153916874,4
"GO:0014824","artery smooth muscle contraction",0.0848648153916874,4
"GO:0015911","long-chain fatty acid import across plasma membrane",0.0848648153916874,4
"GO:0019532","oxalate transport",0.0848648153916874,4
"GO:0031394","positive regulation of prostaglandin biosynthetic process",0.0848648153916874,4
"GO:0033689","negative regulation of osteoblast proliferation",0.0848648153916874,4
"GO:0034116","positive regulation of heterotypic cell-cell adhesion",0.0848648153916874,4
"GO:0045607","regulation of inner ear auditory receptor cell differentiation",0.0848648153916874,4
"GO:0045631","regulation of mechanoreceptor differentiation",0.0848648153916874,4
"GO:0048012","hepatocyte growth factor receptor signaling pathway",0.0848648153916874,4
"GO:0051798","positive regulation of hair follicle development",0.0848648153916874,4
"GO:0060290","transdifferentiation",0.0848648153916874,4
"GO:0060297","regulation of sarcomere organization",0.0848648153916874,4
"GO:0060433","bronchus development",0.0848648153916874,4
"GO:0061303","cornea development in camera-type eye",0.0848648153916874,4
"GO:0070586","cell-cell adhesion involved in gastrulation",0.0848648153916874,4
"GO:1904383","response to sodium phosphate",0.0848648153916874,4
"GO:2000980","regulation of inner ear receptor cell differentiation",0.0848648153916874,4
"GO:0006874","intracellular calcium ion homeostasis",0.0848648153916874,42
"GO:0060612","adipose tissue development",0.085127026234475,14
"GO:0001885","endothelial cell development",0.0852302474705835,13
"GO:0042446","hormone biosynthetic process",0.0852302474705835,13
"GO:0051898","negative regulation of phosphatidylinositol 3-kinase/protein kinase B signal transduction",0.0852302474705835,13
"GO:1901184","regulation of ERBB signaling pathway",0.0852302474705835,13
"GO:0050769","positive regulation of neurogenesis",0.0854750985666903,41
"GO:0051222","positive regulation of protein transport",0.0854750985666903,41
"GO:0000132","establishment of mitotic spindle orientation",0.0854750985666903,8
"GO:0001736","establishment of planar polarity",0.0854750985666903,8
"GO:0032369","negative regulation of lipid transport",0.0854750985666903,8
"GO:0032570","response to progesterone",0.0854750985666903,8
"GO:0003338","metanephros morphogenesis",0.0854750985666903,7
"GO:0006837","serotonin transport",0.0854750985666903,7
"GO:0009190","cyclic nucleotide biosynthetic process",0.0854750985666903,7
"GO:0042059","negative regulation of epidermal growth factor receptor signaling pathway",0.0854750985666903,7
"GO:0042558","pteridine-containing compound metabolic process",0.0854750985666903,7
"GO:0043276","anoikis",0.0854750985666903,7
"GO:0045723","positive regulation of fatty acid biosynthetic process",0.0854750985666903,7
"GO:0090280","positive regulation of calcium ion import",0.0854750985666903,7
"GO:1902042","negative regulation of extrinsic apoptotic signaling pathway via death domain receptors",0.0854750985666903,7
"GO:1902176","negative regulation of oxidative stress-induced intrinsic apoptotic signaling pathway",0.0854750985666903,7
"GO:0051153","regulation of striated muscle cell differentiation",0.0856973276549869,17
"GO:0090100","positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway",0.0856973276549869,17
"GO:0032328","alanine transport",0.0861234991292807,5
"GO:0042921","nuclear receptor-mediated glucocorticoid signaling pathway",0.0861234991292807,5
"GO:0043252","sodium-independent organic anion transport",0.0861234991292807,5
"GO:0045059","positive thymic T cell selection",0.0861234991292807,5
"GO:0060026","convergent extension",0.0861234991292807,5
"GO:0070234","positive regulation of T cell apoptotic process",0.0861234991292807,5
"GO:0070341","fat cell proliferation",0.0861234991292807,5
"GO:0071103","DNA conformation change",0.0861234991292807,5
"GO:0072077","renal vesicle morphogenesis",0.0861234991292807,5
"GO:0072109","glomerular mesangium development",0.0861234991292807,5
"GO:0006913","nucleocytoplasmic transport",0.0861234991292807,47
"GO:0051169","nuclear transport",0.0861234991292807,47
"GO:0016358","dendrite development",0.0864578763039333,42
"GO:0097300","programmed necrotic cell death",0.0870106021899874,10
"GO:0090277","positive regulation of peptide hormone secretion",0.0875218181950173,23
"GO:0035592","establishment of protein localization to extracellular region",0.0897127151993889,56
"GO:0031345","negative regulation of cell projection organization",0.0898569289415399,30
"GO:0006606","protein import into nucleus",0.0899993239305958,27
"GO:0050433","regulation of catecholamine secretion",0.0899993239305958,11
"GO:2000134","negative regulation of G1/S transition of mitotic cell cycle",0.0899993239305958,11
"GO:0061013","regulation of mRNA catabolic process",0.0900026601286514,28
"GO:0046173","polyol biosynthetic process",0.0913020582585328,12
"GO:0006898","receptor-mediated endocytosis",0.0913020582585328,38
"GO:0001707","mesoderm formation",0.0913020582585328,13
"GO:0006641","triglyceride metabolic process",0.0913020582585328,19
"GO:0006720","isoprenoid metabolic process",0.0913020582585328,19
"GO:0050922","negative regulation of chemotaxis",0.0921174134081272,9
"GO:0097529","myeloid leukocyte migration",0.0921337865930133,33
"GO:0001952","regulation of cell-matrix adhesion",0.0937740214307644,20
"GO:0006140","regulation of nucleotide metabolic process",0.09400453555404,16
"GO:1900542","regulation of purine nucleotide metabolic process",0.09400453555404,16
"GO:0006939","smooth muscle contraction",0.0946470172270452,18
"GO:0015918","sterol transport",0.0946470172270452,18
"GO:1902476","chloride transmembrane transport",0.0946470172270452,18
"GO:0030282","bone mineralization",0.0951552799541758,21
"GO:0010866","regulation of triglyceride biosynthetic process",0.0951552799541758,6
"GO:0045606","positive regulation of epidermal cell differentiation",0.0951552799541758,6
"GO:0048243","norepinephrine secretion",0.0951552799541758,6
"GO:0050908","detection of light stimulus involved in visual perception",0.0951552799541758,6
"GO:0050962","detection of light stimulus involved in sensory perception",0.0951552799541758,6
"GO:0070242","thymocyte apoptotic process",0.0951552799541758,6
"GO:0071625","vocalization behavior",0.0951552799541758,6
"GO:0072273","metanephric nephron morphogenesis",0.0951552799541758,6
"GO:0090083","regulation of inclusion body assembly",0.0951552799541758,6
"GO:0007164","establishment of tissue polarity",0.0951908566747169,8
"GO:0008299","isoprenoid biosynthetic process",0.0951908566747169,8
"GO:0014912","negative regulation of smooth muscle cell migration",0.0951908566747169,8
"GO:0018279","protein N-linked glycosylation via asparagine",0.0951908566747169,8
"GO:0036297","interstrand cross-link repair",0.0951908566747169,8
"GO:0048710","regulation of astrocyte differentiation",0.0951908566747169,8
"GO:0009409","response to cold",0.0955502681593489,10
"GO:0035774","positive regulation of insulin secretion involved in cellular response to glucose stimulus",0.0955502681593489,10
"GO:0043114","regulation of vascular permeability",0.0955502681593489,10
"GO:0071526","semaphorin-plexin signaling pathway",0.0955502681593489,10
"GO:1903311","regulation of mRNA metabolic process",0.0958972293524055,42
"GO:0046486","glycerolipid metabolic process",0.0964178634282211,48
"GO:0000096","sulfur amino acid metabolic process",0.0964178634282211,7
"GO:0010460","positive regulation of heart rate",0.0964178634282211,7
"GO:0030149","sphingolipid catabolic process",0.0964178634282211,7
"GO:0034143","regulation of toll-like receptor 4 signaling pathway",0.0964178634282211,7
"GO:0046697","decidualization",0.0964178634282211,7
"GO:0050820","positive regulation of coagulation",0.0964178634282211,7
"GO:0043467","regulation of generation of precursor metabolites and energy",0.0964178634282211,23
"GO:0014009","glial cell proliferation",0.0964178634282211,14
"GO:0043086","negative regulation of catalytic activity",0.0964178634282211,14
"GO:0060415","muscle tissue morphogenesis",0.0964178634282211,14
"GO:0009948","anterior/posterior axis specification",0.0972254352143485,11
"GO:0032731","positive regulation of interleukin-1 beta production",0.0972254352143485,11
"GO:1902808","positive regulation of cell cycle G1/S phase transition",0.0972254352143485,11
"GO:0060675","ureteric bud morphogenesis",0.097422233916177,13
"GO:0170040","proteinogenic amino acid catabolic process",0.097422233916177,13
"GO:1904377","positive regulation of protein localization to cell periphery",0.097422233916177,13
"GO:0000725","recombinational repair",0.097422233916177,26
"GO:0001658","branching involved in ureteric bud morphogenesis",0.0976140784242841,12
"GO:0050873","brown fat cell differentiation",0.0976140784242841,12
"GO:0070918","regulatory ncRNA processing",0.0976140784242841,12
"GO:0002285","lymphocyte activation involved in immune response",0.0985873746441347,33
"GO:0046209","nitric oxide metabolic process",0.098844705268633,16
"GO:0060972","left/right pattern formation",0.0991503956902916,21
"GO:0009205","purine ribonucleoside triphosphate metabolic process",0.0994314575910175,36
"GO:0050803","regulation of synapse structure or activity",0.0998367572645097,51
"GO:0010639","negative regulation of organelle organization",0.100750955329374,47
"GO:0001562","response to protozoan",0.100844698119155,9
"GO:0006284","base-excision repair",0.100844698119155,9
"GO:0006809","nitric oxide biosynthetic process",0.101305272832404,15
"GO:0048644","muscle organ morphogenesis",0.101305272832404,15
"GO:0051881","regulation of mitochondrial membrane potential",0.101305272832404,15
"GO:0060761","negative regulation of response to cytokine stimulus",0.101305272832404,15
"GO:0032635","interleukin-6 production",0.101474072221676,24
"GO:0032675","regulation of interleukin-6 production",0.101474072221676,24
"GO:0002862","negative regulation of inflammatory response to antigenic stimulus",0.101474072221676,5
"GO:0010867","positive regulation of triglyceride biosynthetic process",0.101474072221676,5
"GO:0021534","cell proliferation in hindbrain",0.101474072221676,5
"GO:0030214","hyaluronan catabolic process",0.101474072221676,5
"GO:0033079","immature T cell proliferation",0.101474072221676,5
"GO:0060033","anatomical structure regression",0.101474072221676,5
"GO:0071243","cellular response to arsenic-containing substance",0.101474072221676,5
"GO:0086013","membrane repolarization during cardiac muscle cell action potential",0.101474072221676,5
"GO:1901077","regulation of relaxation of muscle",0.101474072221676,5
"GO:1901862","negative regulation of muscle tissue development",0.101474072221676,5
"GO:2000047","regulation of cell-cell adhesion mediated by cadherin",0.101474072221676,5
"GO:0032526","response to retinoic acid",0.101474072221676,17
"GO:0071692","protein localization to extracellular region",0.101474072221676,56
"GO:0021761","limbic system development",0.101955481902482,20
"GO:1902373","negative regulation of mRNA catabolic process",0.101955481902482,14
"GO:0002920","regulation of humoral immune response",0.101955481902482,10
"GO:0031670","cellular response to nutrient",0.101955481902482,10
"GO:0035640","exploration behavior",0.101955481902482,10
"GO:0042088","T-helper 1 type immune response",0.101955481902482,10
"GO:0060043","regulation of cardiac muscle cell proliferation",0.101955481902482,10
"GO:0006012","galactose metabolic process",0.101955481902482,4
"GO:0014842","regulation of skeletal muscle satellite cell proliferation",0.101955481902482,4
"GO:0019336","phenol-containing compound catabolic process",0.101955481902482,4
"GO:0019371","cyclooxygenase pathway",0.101955481902482,4
"GO:0021936","regulation of cerebellar granule cell precursor proliferation",0.101955481902482,4
"GO:0022605","mammalian oogenesis stage",0.101955481902482,4
"GO:0033085","negative regulation of T cell differentiation in thymus",0.101955481902482,4
"GO:0042363","fat-soluble vitamin catabolic process",0.101955481902482,4
"GO:0048241","epinephrine transport",0.101955481902482,4
"GO:0048537","mucosa-associated lymphoid tissue development",0.101955481902482,4
"GO:0048541","Peyer's patch development",0.101955481902482,4
"GO:0051133","regulation of NK T cell activation",0.101955481902482,4
"GO:0060346","bone trabecula formation",0.101955481902482,4
"GO:0071107","response to parathyroid hormone",0.101955481902482,4
"GO:0072110","glomerular mesangial cell proliferation",0.101955481902482,4
"GO:0097501","stress response to metal ion",0.101955481902482,4
"GO:1900747","negative regulation of vascular endothelial growth factor signaling pathway",0.101955481902482,4
"GO:1903332","regulation of protein folding",0.101955481902482,4
"GO:1904238","pericyte cell differentiation",0.101955481902482,4
"GO:1904628","cellular response to phorbol 13-acetate 12-myristate",0.101955481902482,4
"GO:1990859","cellular response to endothelin",0.101955481902482,4
"GO:2000271","positive regulation of fibroblast apoptotic process",0.101955481902482,4
